phase,scene_id,k,method,event_id,edge_ids,edge_identity,start_monotonic_s,end_monotonic_s,duration_s,E_miss_Q2,E_rep_Q2,status,E_miss_Q3,E_rep_Q3,error,reservoir_retained,final_nominated
DEV,T30,1,P,2,"[2449, 853, 859, 864, 869, 874, 879, 884, 889, 894, 900, 906, 912, 918, 924, 930, 936, 942, 948, 954, 960, 966, 972, 978, 984, 990, 996, 1001, 1006, 1011, 1016, 1022, 1028, 1033, 1039, 1045, 1050, 1055, 1060, 1066, 1072, 1077, 1083, 1088, 1092, 1098, 1104, 1109, 1114, 1120, 1126, 1132, 1138, 1144, 1150, 1156, 1162, 1168, 1174, 1179, 1184, 1190, 1196, 1201, 1206, 1212, 1218, 1223, 1228, 1233, 1239, 1245, 2410, 346, 890, 1253, 1258, 1263, 1269, 1274, 2434, 425, 420, 1032, 1736]",7c52205a748c37bd73ae0f6b9f1108a8310558512320915529bb3fe0ecfe5444,31.459945745766163,46.47711193561554,15.017166189849377,0.015486369149693273,0.0527127039934499,Q3_PASS,0.01567809173652108,0.05069610754579293,,True,False
DEV,T30,1,P,3,"[2449, 853, 859, 864, 869, 874, 879, 884, 889, 894, 900, 906, 912, 918, 924, 930, 936, 942, 948, 954, 960, 966, 972, 978, 984, 990, 996, 1001, 1006, 1011, 1016, 1022, 1028, 1033, 1039, 1045, 1050, 1055, 1060, 1066, 1072, 1077, 1083, 1088, 1092, 1098, 1104, 1109, 1114, 1120, 1126, 1132, 1138, 1144, 1150, 1156, 1162, 1168, 1174, 1179, 1184, 1190, 1196, 1201, 1206, 1212, 1218, 1223, 1228, 1233, 1239, 1245, 2410, 346, 890, 1253, 1258, 1263, 1269, 1274, 2434, 425, 420, 1032, 1736, 2327]",ef9bad2039bed991493096fbc9e939ffd9a0e569308209c667158d1df3f5fb93,46.4821907132864,61.515155270695686,15.032964557409286,0.015486369149693273,0.055483934624511344,Q3_PASS,0.01567809173652108,0.05348767302786514,,True,False
DEV,T33,1,P,0,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355]",9a44098454d2a777044ddbafb5f541aa84620607d3e434d55f0a594733b84175,0.6562092080712318,15.295879304409027,14.639670096337795,0.0181425153688186,0.04003701727142195,Q3_PASS,0.018376839476311968,0.03850765380008452,,True,True
DEV,T33,1,P,1,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 913]",57d88235ad39a787ea0120e315563ef50b1828c7e70a8ff6981542b41275fb00,15.301834285259247,29.675039872527122,14.373205587267876,0.016694299460178665,0.04063210198816488,Q3_PASS,0.01686490372652967,0.03893261741980699,,True,True
DEV,T33,1,P,2,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 913, 2312]",31297588a11128344970310ec29b327d38bedca8a935f3358f2242e2a613ba9e,29.680679872632027,43.93128428608179,14.250604413449764,0.016609150546086783,0.04173675809439925,Q3_PASS,0.016801069838284527,0.03976076255125088,,True,False
DEV,T33,1,P,3,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 913, 2312, 989]",c7c476c40451962b363b8276a6340b3c6db08a982472f1ef52b81fbfd214f0dd,43.9368055537343,58.36600715667009,14.429201602935791,0.016609150546086783,0.042077581873792756,Q3_PASS,0.016801069838284527,0.039888590005576006,,True,False
DEV,T33,1,A,0,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355]",9a44098454d2a777044ddbafb5f541aa84620607d3e434d55f0a594733b84175,0.07424846291542053,14.582586251199245,14.508337788283825,0.0181425153688186,0.04003701727142195,Q3_PASS,0.018376839476311968,0.03850765380008452,,True,True
DEV,T33,1,A,1,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 913]",57d88235ad39a787ea0120e315563ef50b1828c7e70a8ff6981542b41275fb00,14.592356450855732,28.910728313028812,14.31837186217308,0.016694299460178665,0.04063210198816488,Q3_PASS,0.01686490372652967,0.03893261741980699,,True,True
DEV,T33,1,A,2,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 908]",c595ceb1cf362951360bd98ae05958d0ebd0cc990d9c8ec5f5cabcba88c4ca47,28.918045803904533,43.27211033552885,14.354064531624317,0.01720548950588534,0.04122593332880582,Q3_PASS,0.017333450879924,0.039547621335904684,,False,False
DEV,T33,1,A,3,"[2326, 810, 816, 821, 826, 831, 837, 843, 848, 853, 858, 863, 867, 871, 876, 882, 888, 894, 899, 905, 910, 914, 919, 924, 929, 934, 939, 945, 951, 956, 961, 966, 972, 977, 982, 988, 992, 997, 1002, 1008, 1014, 1020, 1026, 1032, 1038, 1044, 1050, 1056, 1062, 1067, 1073, 1078, 1082, 1087, 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152, 1158, 1164, 1170, 1176, 1182, 1187, 1192, 1198, 2289, 846, 1611, 370, 365, 360, 355, 906]",855dd97881d2c35dcbcc5494d8781f5513089b9d8ab53d29d9e3164890a8bfe1,43.28016849607229,57.439930468797684,14.159761972725391,0.018057366454726713,0.04164539226131633,Q3_PASS,0.018291714795515238,0.03998806016212713,,False,False
TRANSFER,H00,1,A,0,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1667, 1606, 2341, 363, 357]",2d161baf59d7f4dbdb62683a6b2e832cda838b1ebcfcafd6a12b5dd73f0a223b,0.13850483298301697,15.806213021278381,15.667708188295364,0.017888777925053122,0.04254513307651589,Q3_PASS,0.018228886344231972,0.041275501610256275,,True,True
TRANSFER,H00,1,A,1,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1667, 1606, 2341, 363, 357, 947]",d59d5b046026b0995303f15d23020bec19ed2c4b070f26fb676c18ffc34cd970,15.818163700401783,30.530069828033447,14.711906127631664,0.01644056201641319,0.04314021779325882,Q3_PASS,0.016716950594449678,0.04170046522997875,,True,True
TRANSFER,H00,1,A,2,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1667, 1606, 2341, 363, 357, 942]",24923886b8743ddef0dc626ac0d54b5195beb739cb2dcc7c9160e594575f7119,30.539027519524097,45.21285402029753,14.67382650077343,0.016951752062119865,0.04373404913389976,Q3_PASS,0.017185497747844006,0.042315469146076444,,True,False
TRANSFER,H00,1,A,3,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1667, 1606, 2341, 363, 357, 940]",1dd1c2a126dd35bd351209f6c6b2820a35c4cecc2eeb380c00ed8c3cf8e6485f,45.221099726855755,59.776679165661335,14.55557943880558,0.017803629010961237,0.044153508066410274,Q3_PASS,0.018143761663435246,0.04275590797229889,,True,False
TRANSFER,H00,1,P,0,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1665, 743, 1606, 2341, 363, 357]",9179854b5d679907fd71dee6642a78b46c4335f3d686bb6764db7c1767e87708,0.8576728478074074,17.634661227464676,16.77698837965727,0.017888777925053122,0.04278542499247516,Q3_PASS,0.018228886344231972,0.04143465716614536,,True,True
TRANSFER,H00,1,P,1,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1665, 743, 1606, 2341, 363, 357, 947]",2ac048f88d19946f4dfb0f2ef62db8bf940cb93d9fd6d1fee817d8322158b18c,17.642898358404636,32.53213577717543,14.88923741877079,0.01644056201641319,0.04338050970921809,Q3_PASS,0.016716950594449678,0.041859620785867836,,True,True
TRANSFER,H00,1,P,2,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1665, 743, 1606, 2341, 363, 357, 947, 2402]",b1b3f7649ece1995d314ea163bafffda1d3ed15db18dbc3d5e7c484971e89a28,32.547892823815346,47.673000916838646,15.1251080930233,0.016355413102321303,0.04448516581545246,Q3_PASS,0.01665311670620453,0.04268776591731172,,True,False
TRANSFER,H00,1,P,3,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1665, 743, 1606, 2341, 363, 357, 947, 2402, 1022]",6bf327b36457d1d7561449512eb76b1b4595c8345dfd044576a2cb308612ff68,47.67951509356499,62.73945640772581,15.059941314160824,0.016355413102321303,0.04482598959484597,Q3_PASS,0.01665311670620453,0.04281559337163686,,True,False
TRANSFER,H00,2,P,0,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 3806, 2264, 904, 1665, 743, 1606, 2341, 363, 357]",f97ac2b4f9be47b46f41db9504dddd1f62201efd423c9c8954c8b79b73e7b546,3.1542321145534515,19.27744922041893,16.12321710586548,0.017888777925053122,0.04702696975597341,Q3_PASS,0.018228886344231972,0.04580007935251649,,True,False
TRANSFER,H00,2,P,1,"[2415, 834, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 3806, 2264, 904, 1665, 743, 1606, 2341, 363, 357, 947]",ef57b8aeb6d177b8e78f8a79da647e833841782d6c0fe50ef7d35d6fc545b227,19.291418589651585,34.41625249385834,15.124833904206753,0.01644056201641319,0.04762205447271634,Q3_PASS,0.016716950594449678,0.04622504297223896,,True,True
TRANSFER,H00,2,P,2,"[2415, 5380, 840, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906, 911, 916, 922, 928, 933, 939, 944, 948, 954, 959, 964, 968, 972, 978, 983, 989, 995, 1000, 1005, 1011, 1016, 1021, 1027, 1033, 1039, 1045, 1051, 1057, 1063, 1068, 1074, 1079, 1085, 1090, 1096, 1102, 1106, 1111, 1116, 1122, 1127, 1133, 1138, 1144, 1150, 1155, 1161, 1167, 1173, 1179, 1185, 1190, 1195, 1201, 1207, 1213, 1219, 1224, 1229, 1235, 1241, 2387, 904, 1665, 743, 1606, 2341, 363, 357, 947, 2402, 401, 395]",1f16c458bfbe9793ea98cb0ccea21e5e12619b350a4bf32bd146f6b2120cd54d,34.416988380253315,49.54396256804466,15.126974187791348,0.018571383599775913,0.05361373605395062,Q3_PASS,0.018503828481286053,0.051849144619100576,,True,True
